tweet_id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,dalmatian,27.9,True,Labrador_retriever,23.76,True,Great_Pyrenees,17.11,True,223.0,545.0
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan_hound,4.43,True,Pembroke,4.32,True,West_Highland_white_terrier,3.89,True,88.0,238.0
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,Border_collie,44.78,True,English_springer,17.05,True,collie,13.92,True,608.0,923.0
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German_shepherd,97.54,True,beagle,0.87,True,bloodhound,0.54,True,51.0,196.0
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador_retriever,88.77,True,Chihuahua,2.93,True,French_bulldog,2.08,True,234.0,449.0
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,miniature_poodle,54.69,True,cocker_spaniel,16.53,True,toy_poodle,9.6,True,71.0,244.0
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,seat_belt,37.51,False,miniature_pinscher,16.72,True,Chihuahua,8.7,True,186.0,368.0
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian_greyhound,61.83,True,Weimaraner,15.14,True,vizsla,8.6,True,211.0,404.0
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,snail,99.99,False,slug,0.01,False,acorn,0.0,False,521.0,800.0
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English_setter,32.88,True,Brittany_spaniel,28.35,True,Ibizan_hound,5.75,True,95.0,250.0
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,miniature_schnauzer,49.7,True,standard_schnauzer,28.53,True,giant_schnauzer,7.38,True,267.0,540.0
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,Maltese_dog,35.94,True,teddy,14.88,False,West_Highland_white_terrier,10.6,True,105.0,266.0
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,44.85,True,toy_poodle,12.4,True,teddy,11.02,False,83.0,222.0
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,triceratops,44.21,False,armadillo,11.41,False,common_iguana,4.33,False,584.0,857.0
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,swab,58.94,False,chain_saw,19.01,False,wig,3.45,False,1040.0,2679.0
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,hay,50.76,False,Rottweiler,6.25,True,water_buffalo,4.84,False,102.0,258.0
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,hyena,98.72,False,African_hunting_dog,1.26,False,coyote,0.01,False,237.0,471.0
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,golden_retriever,76.53,True,Labrador_retriever,20.67,True,seat_belt,1.07,False,54.0,198.0
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,Chesapeake_Bay_retriever,82.57,True,vizsla,9.1,True,kelpie,2.3,True,57.0,227.0
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,jigsaw_puzzle,56.0,False,doormat,10.33,False,space_heater,4.26,False,51.0,175.0
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,48.37,True,pug,9.25,True,Brabancon_griffon,5.75,True,134.0,425.0
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Chihuahua,95.95,True,Italian_greyhound,0.54,True,Pomeranian,0.26,True,132.0,349.0
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,74.16,True,Chihuahua,5.79,True,toy_poodle,3.91,True,135.0,346.0
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West_Highland_white_terrier,74.77,True,Samoyed,24.36,True,toy_poodle,0.18,True,2387.0,4851.0
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,toy_poodle,53.54,True,Pomeranian,8.75,True,miniature_poodle,6.2,True,18285.0,49720.0
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,golden_retriever,47.14,True,miniature_poodle,9.2,True,standard_poodle,8.74,True,66.0,268.0
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,miniature_pinscher,14.02,True,Rottweiler,13.41,True,beagle,8.19,True,1241.0,2819.0
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,giant_schnauzer,84.13,True,Lakeland_terrier,5.27,True,Irish_water_spaniel,3.44,True,97.0,235.0
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,toy_poodle,26.64,True,Chihuahua,24.32,True,bluetick,7.28,True,88.0,262.0
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,soft-coated_wheaten_terrier,31.9,True,Lakeland_terrier,21.52,True,toy_poodle,10.6,True,484.0,640.0
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,vizsla,25.92,True,Chesapeake_Bay_retriever,17.63,True,Weimaraner,11.24,True,58.0,200.0
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,golden_retriever,94.99,True,Irish_setter,1.06,True,Chesapeake_Bay_retriever,0.58,True,6618.0,15075.0
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,vacuum,33.58,False,swab,26.53,False,toilet_tissue,14.07,False,449.0,784.0
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Rottweiler,28.36,True,miniature_pinscher,14.81,True,black-and-tan_coonhound,9.56,True,115.0,414.0
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,Siberian_husky,69.49,True,malamute,23.2,True,Eskimo_dog,5.06,True,282.0,658.0
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,golden_retriever,46.26,True,Labrador_retriever,45.49,True,kuvasz,2.42,True,258.0,516.0
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,teddy,70.95,False,bath_towel,12.73,False,Christmas_stocking,2.86,False,173.0,385.0
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,papillon,55.7,True,Border_collie,27.2,True,collie,7.35,True,60.0,211.0
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Saint_Bernard,38.14,True,Leonberg,12.8,True,golden_retriever,6.94,True,234.0,489.0
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Rottweiler,99.91,True,miniature_pinscher,0.05,True,black-and-tan_coonhound,0.02,True,89.0,326.0
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,porcupine,98.92,False,bath_towel,0.63,False,badger,0.1,False,257.0,483.0
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,goose,98.08,False,drake,0.69,False,hen,0.53,False,620.0,833.0
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,Labrador_retriever,82.57,True,French_bulldog,5.66,True,Staffordshire_bullterrier,5.4,True,96.0,327.0
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,Tibetan_terrier,67.64,True,Irish_terrier,5.49,True,Yorkshire_terrier,4.06,True,66.0,203.0
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,toy_poodle,30.42,True,pug,22.34,True,Lakeland_terrier,7.33,True,102.0,273.0
667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,borzoi,85.21,True,ice_bear,13.23,False,weasel,0.57,False,242.0,559.0
667495797102141441,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,Chihuahua,14.4,True,Christmas_stocking,11.87,False,ski_mask,9.25,False,294.0,565.0
667502640335572993,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1,Labrador_retriever,99.67,True,golden_retriever,0.17,True,beagle,0.07,True,231.0,563.0
667509364010450944,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,beagle,63.62,True,Labrador_retriever,11.93,True,golden_retriever,8.25,True,2272.0,7148.0
667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,Italian_greyhound,12.52,True,standard_poodle,8.46,True,cocker_spaniel,8.13,True,203.0,389.0
667524857454854144,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,hare,44.79,False,dhole,9.24,False,Chesapeake_Bay_retriever,8.81,True,1198.0,1798.0
667530908589760512,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,golden_retriever,63.3,True,kuvasz,14.64,True,Labrador_retriever,4.62,True,264.0,501.0
667534815156183040,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1,Pembroke,43.53,True,Cardigan,30.74,True,cocker_spaniel,3.32,True,576.0,866.0
667538891197542400,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1,Yorkshire_terrier,61.9,True,silky_terrier,30.03,True,Australian_terrier,5.34,True,72.0,220.0
667544320556335104,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1,Pomeranian,41.29,True,Pembroke,31.3,True,Chihuahua,7.2,True,568.0,917.0
667546741521195010,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1,toy_poodle,78.74,True,miniature_poodle,20.22,True,teddy,0.4,False,138.0,355.0
667549055577362432,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1,electric_fan,98.44,False,spotlight,0.77,False,lampshade,0.19,False,2454.0,6138.0
667550882905632768,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1,web_site,99.83,False,dishwasher,0.02,False,oscilloscope,0.01,False,34.0,0.0
667550904950915073,https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,1,web_site,99.93,False,vizsla,0.01,True,collie,0.01,True,37.0,0.0
667724302356258817,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,1,ibex,61.91,False,bighorn,12.51,False,ram,7.47,False,341.0,517.0
667728196545200128,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1,kuvasz,36.02,True,golden_retriever,29.37,True,Labrador_retriever,27.07,True,162.0,398.0
667766675769573376,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1,fire_engine,88.35,False,tow_truck,7.47,False,jeep,1.28,False,243.0,476.0
667773195014021121,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1,West_Highland_white_terrier,36.05,True,pug,9.35,True,ice_bear,6.9,False,61.0,243.0
667782464991965184,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1,lorikeet,46.61,False,hummingbird,8.3,False,African_grey,5.42,False,261.0,434.0
667793409583771648,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1,dalmatian,53.51,True,English_setter,45.12,True,Great_Dane,0.82,True,358.0,736.0
667801013445750784,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1,flat-coated_retriever,50.84,True,Chesapeake_Bay_retriever,26.22,True,curly-coated_retriever,4.89,True,101.0,346.0
667806454573760512,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1,toyshop,25.31,False,Chihuahua,18.72,True,Brabancon_griffon,11.28,True,535.0,1111.0
667832474953625600,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1,miniature_pinscher,21.42,True,bath_towel,14.68,False,Chihuahua,10.42,True,68.0,303.0
667861340749471744,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1,malamute,96.73,True,Siberian_husky,1.62,True,Eskimo_dog,1.13,True,86.0,253.0
667866724293877760,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1,jigsaw_puzzle,100.0,False,prayer_rug,0.0,False,doormat,0.0,False,1110.0,3172.0
667873844930215936,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,1,common_iguana,99.96,False,frilled_lizard,0.02,False,African_chameleon,0.01,False,440.0,667.0
667878741721415682,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1,seat_belt,20.04,False,miniature_pinscher,10.6,True,schipperke,10.47,True,127.0,409.0
667885044254572545,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1,malamute,8.85,True,golden_retriever,8.75,True,muzzle,7.5,False,530.0,868.0
667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1,Pomeranian,80.04,True,Pekinese,16.84,True,Chihuahua,0.89,True,1180.0,2011.0
667902449697558528,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1,Norwegian_elkhound,29.89,True,malamute,27.95,True,Eskimo_dog,19.84,True,396.0,905.0
667911425562669056,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,1,frilled_lizard,25.77,False,ox,23.52,False,triceratops,8.53,False,329.0,523.0
667915453470232577,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1,leatherback_turtle,45.25,False,boxer,19.67,True,terrapin,16.1,False,59.0,222.0
667924896115245057,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1,Labrador_retriever,20.91,True,hog,20.4,False,Newfoundland,16.59,True,119.0,318.0
667937095915278337,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,1,hamster,17.21,False,guinea_pig,9.49,False,Band_Aid,6.0,False,866.0,1356.0
668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1,Pembroke,54.89,True,Cardigan,19.11,True,collie,5.98,True,265.0,709.0
668142349051129856,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,1,Angora,91.88,False,hen,3.78,False,wood_rabbit,1.1,False,306.0,592.0
668154635664932864,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,1,Arctic_fox,47.36,False,wallaby,26.14,False,white_wolf,8.09,False,336.0,522.0
668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1,Chihuahua,66.48,True,cowboy_boot,6.03,False,giant_panda,5.98,False,208.0,525.0
668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,1,Blenheim_spaniel,95.84,True,cocker_spaniel,2.68,True,Welsh_springer_spaniel,0.78,True,210.0,696.0
668204964695683073,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,1,Labrador_retriever,65.52,True,golden_retriever,10.79,True,Chesapeake_Bay_retriever,6.58,True,206.0,586.0
668221241640230912,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1,chow,39.51,True,golden_retriever,37.21,True,Labrador_retriever,14.88,True,215.0,537.0
668226093875376128,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,1,trombone,39.03,False,cornet,31.41,False,French_horn,25.52,False,115.0,323.0
668237644992782336,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1,chow,80.93,True,minivan,7.13,False,Pekinese,3.79,True,3100.0,6614.0
668248472370458624,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,1,Chihuahua,73.45,True,miniature_pinscher,6.83,True,toy_terrier,4.64,True,523.0,1056.0
668256321989451776,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,1,canoe,40.77,False,paddle,11.56,False,Pembroke,9.44,True,667.0,1385.0
668268907921326080,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,1,Pembroke,48.48,True,Cardigan,42.53,True,basenji,1.48,True,261.0,592.0
668274247790391296,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,1,soft-coated_wheaten_terrier,40.64,True,Lakeland_terrier,26.39,True,toy_poodle,15.08,True,248.0,886.0
668286279830867968,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,1,golden_retriever,21.59,True,basset,18.92,True,Cardigan,11.3,True,149.0,535.0
668291999406125056,https://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg,1,web_site,99.55,False,skunk,0.14,False,badger,0.07,False,34.0,264.0
668297328638447616,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,1,king_penguin,60.67,False,ice_bear,26.42,False,Eskimo_dog,3.28,True,319.0,656.0
668466899341221888,https://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg,1,shopping_basket,39.84,False,hamper,36.32,False,bassinet,8.42,False,560.0,936.0
668480044826800133,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,1,Arctic_fox,11.92,False,Labrador_retriever,10.0,True,pug,8.67,True,162.0,491.0
668484198282485761,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,1,standard_poodle,58.74,True,Bedlington_terrier,18.24,True,Afghan_hound,4.1,True,253.0,453.0
668496999348633600,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,1,Staffordshire_bullterrier,41.29,True,miniature_pinscher,16.15,True,American_Staffordshire_terrier,11.25,True,146.0,436.0
668507509523615744,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,1,basenji,5.54,True,Shetland_sheepdog,5.43,True,whippet,5.19,True,116.0,345.0
668528771708952576,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,1,Labrador_retriever,19.58,True,kuvasz,12.16,True,English_setter,8.15,True,242.0,496.0
668537837512433665,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,1,Lakeland_terrier,37.3,True,toy_poodle,25.04,True,Chihuahua,18.97,True,79.0,265.0
668542336805281792,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,1,American_Staffordshire_terrier,26.77,True,French_bulldog,25.4,True,Staffordshire_bullterrier,21.24,True,231.0,497.0
668544745690562560,https://pbs.twimg.com/media/CUcl5jeWsAA6ufS.jpg,1,bearskin,42.79,False,bow,25.89,False,panpipe,2.16,False,250.0,561.0
668567822092664832,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,1,Shih-Tzu,98.56,True,Lhasa,0.71,True,Pekinese,0.31,True,62.0,265.0
668614819948453888,https://pbs.twimg.com/media/CUdloW8WEAAxB_Y.jpg,1,bustard,38.08,False,pelican,10.06,False,crane,8.47,False,341.0,654.0
668620235289837568,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,1,crash_helmet,75.79,False,toaster,3.75,False,mouse,2.73,False,45.0,211.0
668623201287675904,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,4,Chihuahua,70.82,True,Pomeranian,9.14,True,titi,6.73,False,851.0,1551.0
668625577880875008,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,1,ox,7.15,False,groenendael,5.45,True,Angora,4.5,False,140.0,417.0
668627278264475648,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,1,French_bulldog,96.54,True,pug,0.86,True,Boston_bull,0.8,True,123.0,341.0
668631377374486528,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,1,miniature_schnauzer,90.45,True,Australian_terrier,2.25,True,silky_terrier,1.52,True,349.0,763.0
668633411083464705,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,1,Pekinese,58.9,True,Shih-Tzu,39.1,True,Japanese_spaniel,0.33,True,1788.0,3024.0
668636665813057536,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,1,komondor,100.0,True,llama,0.0,False,ram,0.0,False,528.0,1114.0
668641109086707712,https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,1,vacuum,43.26,False,pug,14.63,True,toilet_tissue,2.45,False,573.0,1145.0
668643542311546881,https://pbs.twimg.com/media/CUd_wYRWUAAZsKr.jpg,1,common_iguana,48.4,False,frilled_lizard,11.14,False,sandbar,7.9,False,576.0,939.0
668645506898350081,https://pbs.twimg.com/media/CUeBiqgXAAARLbj.jpg,1,ski_mask,30.29,False,knee_pad,9.69,False,balance_beam,8.41,False,588.0,962.0
668655139528511488,https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,1,beagle,31.91,True,Italian_greyhound,10.33,True,basenji,9.19,True,233.0,562.0
